source,sequence,camera,n_frames,gt_fx_value,gt_fx_max_abs_spread,gt_fy_value,gt_fy_max_abs_spread,gt_cx_value,gt_cx_max_abs_spread,gt_cy_value,gt_cy_max_abs_spread,gt_k1_value,gt_k1_max_abs_spread,gt_k2_value,gt_k2_max_abs_spread,gt_p1_value,gt_p1_max_abs_spread,gt_p2_value,gt_p2_max_abs_spread,all_constant,usable_for_camera_benchmark,hand_pass_strict_rate
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-015_cam0,8,914.97937,0.0,913.353882,0.0,612.762146,0.0,356.393008,0.0,-0.38133723,0.0,0.12345553,0.0,-0.00110126,0.0,0.00030255,0.0,1,1,0.5014
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-015_cam1,8,930.794434,0.0,925.175415,0.0,653.320465,0.0,386.069441,0.0,-0.38241981,0.0,0.12618927,0.0,-0.00266484,0.0,-0.00320985,0.0,1,1,0.5376
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-016_cam0,8,919.84082,0.0,921.885071,0.0,656.524048,0.0,284.008555,0.0,-0.39464115,0.0,0.1368471,0.0,0.00211968,0.0,-0.00067952,0.0,1,1,0.6685
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-017_cam0,8,921.894775,0.0,921.98822,0.0,608.491325,0.0,360.492625,0.0,-0.41632121,0.0,0.1688331,0.0,0.00151341,0.0,0.00383062,0.0,1,1,0.6379
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-017_cam1,8,938.321167,0.0,935.356323,0.0,620.154037,0.0,309.600413,0.0,-0.38186061,0.0,0.11773298,0.0,-0.00020088,0.0,0.00082808,0.0,1,1,0.7577
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-019_cam1,8,920.925659,0.0,917.8974,0.0,638.912659,0.0,331.960659,0.0,-0.3984785,0.0,0.13949359,0.0,-0.00010662,0.0,0.00252809,0.0,1,1,0.337
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-020_cam0,8,899.424316,0.0,889.258911,0.0,685.924835,0.0,304.39343,0.0,-0.34204712,0.0,0.09551021,0.0,0.00088176,0.0,0.00267969,0.0,1,1,0.0
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-020_cam1,8,925.858521,0.0,921.696594,0.0,625.349197,0.0,354.815054,0.0,-0.39465984,0.0,0.13614354,0.0,-0.00024056,0.0,0.00071154,0.0,1,1,0.1894
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-021_cam0,8,938.355225,0.0,936.929749,0.0,611.170425,0.0,329.68267,0.0,-0.41366008,0.0,0.14969404,0.0,-0.0032349,0.0,0.0023724,0.0,1,1,0.7298
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-021_cam1,8,920.78302,0.0,918.851257,0.0,642.581635,0.0,362.269878,0.0,-0.39156564,0.0,0.1316831,0.0,0.00199201,0.0,0.00099689,0.0,1,1,0.5265
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-022_cam0,8,916.312195,0.0,914.682556,0.0,621.284561,0.0,334.799681,0.0,-0.36883154,0.0,0.10328769,0.0,-0.00285234,0.0,0.00013244,0.0,1,1,0.2869
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-022_cam1,8,903.016357,0.0,903.852051,0.0,628.700371,0.0,381.14821,0.0,-0.38285123,0.0,0.12530482,0.0,0.00141858,0.0,0.00055107,0.0,1,1,0.5794
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-023_cam0,8,914.887695,0.0,905.231812,0.0,639.68914,0.0,334.073639,0.0,-0.34333189,0.0,0.1037993,0.0,0.00424913,0.0,0.0106875,0.0,1,1,0.5989
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-024_cam0,8,931.895264,0.0,932.323914,0.0,640.019531,0.0,325.425038,0.0,-0.40192211,0.0,0.15303534,0.0,0.00049358,0.0,-0.0067803,0.0,1,1,0.5237
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-024_cam1,8,951.805908,0.0,953.156982,0.0,613.412094,0.0,391.80542,0.0,-0.41603488,0.0,0.17563447,0.0,-0.00096467,0.0,-0.00038769,0.0,1,1,0.5933
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-025_cam0,8,913.867126,0.0,917.397278,0.0,666.679382,0.0,326.531503,0.0,-0.38801902,0.0,0.13478152,0.0,-0.00026762,0.0,-0.00209434,0.0,1,1,0.0919
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-025_cam1,8,879.872681,0.0,881.904236,0.0,611.241531,0.0,336.829855,0.0,-0.38321722,0.0,0.1273091,0.0,0.00104628,0.0,0.00404573,0.0,1,1,0.7465
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-026_cam0,8,921.928467,0.0,922.334656,0.0,667.885284,0.0,340.858576,0.0,-0.40420266,0.0,0.14635606,0.0,0.0006246,0.0,-0.00022381,0.0,1,1,0.078
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-026_cam1,8,927.79425,0.0,927.593567,0.0,623.895149,0.0,326.85663,0.0,-0.39974766,0.0,0.14110587,0.0,0.00072701,0.0,-0.00107034,0.0,1,1,0.0585
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-027_cam0,8,917.449829,0.0,915.154297,0.0,635.196342,0.0,370.849857,0.0,-0.37323786,0.0,0.11656371,0.0,9.806e-05,0.0,0.00271819,0.0,1,1,0.1727
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-027_cam1,8,919.998901,0.0,919.325378,0.0,637.592964,0.0,348.4815,0.0,-0.40110252,0.0,0.1418183,0.0,-0.00017908,0.0,0.00048255,0.0,1,1,0.0
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-028_cam0,8,919.052307,0.0,921.255188,0.0,634.152336,0.0,352.472799,0.0,-0.37556498,0.0,0.11625548,0.0,-0.00079728,0.0,0.00061838,0.0,1,1,0.0139
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-029_cam0,8,907.913086,0.0,904.23053,0.0,653.291168,0.0,335.683415,0.0,-0.39497456,0.0,0.12665019,0.0,-0.00163619,0.0,-0.00355672,0.0,1,1,0.0
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-029_cam1,8,905.857727,0.0,907.623169,0.0,664.378281,0.0,322.855825,0.0,-0.39605668,0.0,0.13283155,0.0,-0.00143961,0.0,-0.00280935,0.0,1,1,0.0028
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-030_cam0,8,930.997131,0.0,934.339355,0.0,637.934875,0.0,303.9714,0.0,-0.42760921,0.0,0.18802711,0.0,0.00180445,0.0,0.00127122,0.0,1,1,0.0362
cam_exp_003_frames_manifest,p36-tea-0010,brics-odroid-030_cam1,8,907.045105,0.0,909.633789,0.0,643.799133,0.0,359.604514,0.0,-0.38265797,0.0,0.12334831,0.0,0.00028467,0.0,-0.00289731,0.0,1,1,0.0223
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-001_cam0,8,921.610657,0.0,919.362427,0.0,633.373947,0.0,338.678863,0.0,-0.39371152,0.0,0.13732042,0.0,0.00302807,0.0,0.0006952,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-001_cam1,8,918.354065,0.0,916.533386,0.0,625.366516,0.0,288.306484,0.0,-0.38869976,0.0,0.13218368,0.0,0.00371258,0.0,-0.00087124,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-002_cam0,8,940.340637,0.0,932.530029,0.0,670.133362,0.0,301.495485,0.0,-0.41336125,0.0,0.15940145,0.0,0.00223396,0.0,-0.00321284,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-006_cam0,8,919.383789,0.0,926.608215,0.0,687.267761,0.0,373.176684,0.0,-0.38405358,0.0,0.12911259,0.0,-0.00099429,0.0,-0.0067218,0.0,1,1,0.4681
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-007_cam0,8,924.420349,0.0,919.052307,0.0,666.97464,0.0,361.816692,0.0,-0.40571141,0.0,0.14247953,0.0,0.00141698,0.0,-0.00173316,0.0,1,1,0.5291
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-007_cam1,8,931.304504,0.0,931.858765,0.0,645.010223,0.0,354.143858,0.0,-0.40224957,0.0,0.13878816,0.0,-0.00114692,0.0,-0.00345358,0.0,1,1,0.446
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-008_cam0,8,919.474365,0.0,913.984497,0.0,653.525314,0.0,353.673763,0.0,-0.41065525,0.0,0.16386079,0.0,0.00435376,0.0,-0.0002477,0.0,1,1,0.0249
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-009_cam1,8,931.934998,0.0,929.389282,0.0,625.78907,0.0,312.818913,0.0,-0.43067915,0.0,0.19795125,0.0,0.00073605,0.0,-0.00022842,0.0,1,1,0.5097
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-010_cam0,8,932.026672,0.0,928.021423,0.0,653.847809,0.0,332.363806,0.0,-0.38129796,0.0,0.12359371,0.0,-0.00172413,0.0,-0.00244471,0.0,1,1,0.5125
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-010_cam1,8,934.134155,0.0,931.164185,0.0,652.761765,0.0,322.815979,0.0,-0.38498214,0.0,0.14036071,0.0,0.0050934,0.0,-0.00933402,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-011_cam0,8,922.774414,0.0,922.836304,0.0,617.816467,0.0,335.306339,0.0,-0.37314021,0.0,0.11924383,0.0,-0.00182035,0.0,-0.00442054,0.0,1,1,0.349
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-012_cam0,8,926.425415,0.0,923.491882,0.0,624.159164,0.0,338.707123,0.0,-0.39814087,0.0,0.15181327,0.0,-0.00148036,0.0,0.0009432,0.0,1,1,0.2659
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-012_cam1,8,926.514709,0.0,925.871948,0.0,644.913483,0.0,370.08266,0.0,-0.38321008,0.0,0.13223799,0.0,0.00155812,0.0,0.00030986,0.0,1,1,0.2825
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-014_cam1,8,922.314819,0.0,917.714722,0.0,631.922226,0.0,325.047297,0.0,-0.42584986,0.0,0.1889219,0.0,0.00194813,0.0,0.0006342,0.0,1,1,0.1967
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-015_cam0,8,914.97937,0.0,913.353882,0.0,612.762146,0.0,356.393008,0.0,-0.38133723,0.0,0.12345553,0.0,-0.00110126,0.0,0.00030255,0.0,1,1,0.5152
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-015_cam1,8,930.794434,0.0,925.175415,0.0,653.320465,0.0,386.069441,0.0,-0.38241981,0.0,0.12618927,0.0,-0.00266484,0.0,-0.00320985,0.0,1,1,0.5152
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-016_cam0,8,919.84082,0.0,921.885071,0.0,656.524048,0.0,284.008555,0.0,-0.39464115,0.0,0.1368471,0.0,0.00211968,0.0,-0.00067952,0.0,1,1,0.374
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-017_cam0,8,921.894775,0.0,921.98822,0.0,608.491325,0.0,360.492625,0.0,-0.41632121,0.0,0.1688331,0.0,0.00151341,0.0,0.00383062,0.0,1,1,0.2576
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-017_cam1,8,938.321167,0.0,935.356323,0.0,620.154037,0.0,309.600413,0.0,-0.38186061,0.0,0.11773298,0.0,-0.00020088,0.0,0.00082808,0.0,1,1,0.4488
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-019_cam1,8,920.925659,0.0,917.8974,0.0,638.912659,0.0,331.960659,0.0,-0.3984785,0.0,0.13949359,0.0,-0.00010662,0.0,0.00252809,0.0,1,1,0.0471
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-020_cam0,8,899.424316,0.0,889.258911,0.0,685.924835,0.0,304.39343,0.0,-0.34204712,0.0,0.09551021,0.0,0.00088176,0.0,0.00267969,0.0,1,1,0.5319
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-020_cam1,8,925.858521,0.0,921.696594,0.0,625.349197,0.0,354.815054,0.0,-0.39465984,0.0,0.13614354,0.0,-0.00024056,0.0,0.00071154,0.0,1,1,0.5235
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-021_cam0,8,938.355225,0.0,936.929749,0.0,611.170425,0.0,329.68267,0.0,-0.41366008,0.0,0.14969404,0.0,-0.0032349,0.0,0.0023724,0.0,1,1,0.4737
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-021_cam1,8,920.78302,0.0,918.851257,0.0,642.581635,0.0,362.269878,0.0,-0.39156564,0.0,0.1316831,0.0,0.00199201,0.0,0.00099689,0.0,1,1,0.0055
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-022_cam0,8,916.312195,0.0,914.682556,0.0,621.284561,0.0,334.799681,0.0,-0.36883154,0.0,0.10328769,0.0,-0.00285234,0.0,0.00013244,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-022_cam1,8,903.016357,0.0,903.852051,0.0,628.700371,0.0,381.14821,0.0,-0.38285123,0.0,0.12530482,0.0,0.00141858,0.0,0.00055107,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-023_cam0,8,914.887695,0.0,905.231812,0.0,639.68914,0.0,334.073639,0.0,-0.34333189,0.0,0.1037993,0.0,0.00424913,0.0,0.0106875,0.0,1,1,0.4875
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-024_cam0,8,931.895264,0.0,932.323914,0.0,640.019531,0.0,325.425038,0.0,-0.40192211,0.0,0.15303534,0.0,0.00049358,0.0,-0.0067803,0.0,1,1,0.4571
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-024_cam1,8,951.805908,0.0,953.156982,0.0,613.412094,0.0,391.80542,0.0,-0.41603488,0.0,0.17563447,0.0,-0.00096467,0.0,-0.00038769,0.0,1,1,0.5042
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-025_cam0,8,913.867126,0.0,917.397278,0.0,666.679382,0.0,326.531503,0.0,-0.38801902,0.0,0.13478152,0.0,-0.00026762,0.0,-0.00209434,0.0,1,1,0.3269
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-025_cam1,8,879.872681,0.0,881.904236,0.0,611.241531,0.0,336.829855,0.0,-0.38321722,0.0,0.1273091,0.0,0.00104628,0.0,0.00404573,0.0,1,1,0.0748
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-026_cam0,8,921.928467,0.0,922.334656,0.0,667.885284,0.0,340.858576,0.0,-0.40420266,0.0,0.14635606,0.0,0.0006246,0.0,-0.00022381,0.0,1,1,0.0055
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-026_cam1,8,927.79425,0.0,927.593567,0.0,623.895149,0.0,326.85663,0.0,-0.39974766,0.0,0.14110587,0.0,0.00072701,0.0,-0.00107034,0.0,1,1,0.3158
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-027_cam0,8,917.449829,0.0,915.154297,0.0,635.196342,0.0,370.849857,0.0,-0.37323786,0.0,0.11656371,0.0,9.806e-05,0.0,0.00271819,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-027_cam1,8,919.998901,0.0,919.325378,0.0,637.592964,0.0,348.4815,0.0,-0.40110252,0.0,0.1418183,0.0,-0.00017908,0.0,0.00048255,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-028_cam0,8,919.052307,0.0,921.255188,0.0,634.152336,0.0,352.472799,0.0,-0.37556498,0.0,0.11625548,0.0,-0.00079728,0.0,0.00061838,0.0,1,1,0.1385
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-029_cam0,8,907.913086,0.0,904.23053,0.0,653.291168,0.0,335.683415,0.0,-0.39497456,0.0,0.12665019,0.0,-0.00163619,0.0,-0.00355672,0.0,1,1,0.0997
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-029_cam1,8,905.857727,0.0,907.623169,0.0,664.378281,0.0,322.855825,0.0,-0.39605668,0.0,0.13283155,0.0,-0.00143961,0.0,-0.00280935,0.0,1,1,0.4294
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-030_cam0,8,930.997131,0.0,934.339355,0.0,637.934875,0.0,303.9714,0.0,-0.42760921,0.0,0.18802711,0.0,0.00180445,0.0,0.00127122,0.0,1,1,0.4681
cam_exp_003_frames_manifest,p41-boxing-0021,brics-odroid-030_cam1,8,907.045105,0.0,909.633789,0.0,643.799133,0.0,359.604514,0.0,-0.38265797,0.0,0.12334831,0.0,0.00028467,0.0,-0.00289731,0.0,1,1,0.4377
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-001_cam0,8,921.610657,0.0,919.362427,0.0,633.373947,0.0,338.678863,0.0,-0.39371152,0.0,0.13732042,0.0,0.00302807,0.0,0.0006952,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-001_cam1,8,918.354065,0.0,916.533386,0.0,625.366516,0.0,288.306484,0.0,-0.38869976,0.0,0.13218368,0.0,0.00371258,0.0,-0.00087124,0.0,1,1,0.3432
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-002_cam0,8,940.340637,0.0,932.530029,0.0,670.133362,0.0,301.495485,0.0,-0.41336125,0.0,0.15940145,0.0,0.00223396,0.0,-0.00321284,0.0,1,1,0.3077
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-006_cam0,8,919.383789,0.0,926.608215,0.0,687.267761,0.0,373.176684,0.0,-0.38405358,0.0,0.12911259,0.0,-0.00099429,0.0,-0.0067218,0.0,1,1,0.5562
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-007_cam0,8,924.420349,0.0,919.052307,0.0,666.97464,0.0,361.816692,0.0,-0.40571141,0.0,0.14247953,0.0,0.00141698,0.0,-0.00173316,0.0,1,1,0.8047
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-007_cam1,8,931.304504,0.0,931.858765,0.0,645.010223,0.0,354.143858,0.0,-0.40224957,0.0,0.13878816,0.0,-0.00114692,0.0,-0.00345358,0.0,1,1,0.7988
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-008_cam0,8,919.474365,0.0,913.984497,0.0,653.525314,0.0,353.673763,0.0,-0.41065525,0.0,0.16386079,0.0,0.00435376,0.0,-0.0002477,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-009_cam1,8,931.934998,0.0,929.389282,0.0,625.78907,0.0,312.818913,0.0,-0.43067915,0.0,0.19795125,0.0,0.00073605,0.0,-0.00022842,0.0,1,1,0.5799
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-010_cam0,8,932.026672,0.0,928.021423,0.0,653.847809,0.0,332.363806,0.0,-0.38129796,0.0,0.12359371,0.0,-0.00172413,0.0,-0.00244471,0.0,1,1,0.2485
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-010_cam1,8,934.134155,0.0,931.164185,0.0,652.761765,0.0,322.815979,0.0,-0.38498214,0.0,0.14036071,0.0,0.0050934,0.0,-0.00933402,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-011_cam0,8,922.774414,0.0,922.836304,0.0,617.816467,0.0,335.306339,0.0,-0.37314021,0.0,0.11924383,0.0,-0.00182035,0.0,-0.00442054,0.0,1,1,0.8639
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-012_cam0,8,926.425415,0.0,923.491882,0.0,624.159164,0.0,338.707123,0.0,-0.39814087,0.0,0.15181327,0.0,-0.00148036,0.0,0.0009432,0.0,1,1,0.8284
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-012_cam1,8,926.514709,0.0,925.871948,0.0,644.913483,0.0,370.08266,0.0,-0.38321008,0.0,0.13223799,0.0,0.00155812,0.0,0.00030986,0.0,1,1,0.8225
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-014_cam1,8,922.314819,0.0,917.714722,0.0,631.922226,0.0,325.047297,0.0,-0.42584986,0.0,0.1889219,0.0,0.00194813,0.0,0.0006342,0.0,1,1,0.1243
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-015_cam0,8,914.97937,0.0,913.353882,0.0,612.762146,0.0,356.393008,0.0,-0.38133723,0.0,0.12345553,0.0,-0.00110126,0.0,0.00030255,0.0,1,1,0.0769
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-015_cam1,8,930.794434,0.0,925.175415,0.0,653.320465,0.0,386.069441,0.0,-0.38241981,0.0,0.12618927,0.0,-0.00266484,0.0,-0.00320985,0.0,1,1,0.5858
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-016_cam0,8,919.84082,0.0,921.885071,0.0,656.524048,0.0,284.008555,0.0,-0.39464115,0.0,0.1368471,0.0,0.00211968,0.0,-0.00067952,0.0,1,1,0.787
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-017_cam0,8,921.894775,0.0,921.98822,0.0,608.491325,0.0,360.492625,0.0,-0.41632121,0.0,0.1688331,0.0,0.00151341,0.0,0.00383062,0.0,1,1,0.5266
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-017_cam1,8,938.321167,0.0,935.356323,0.0,620.154037,0.0,309.600413,0.0,-0.38186061,0.0,0.11773298,0.0,-0.00020088,0.0,0.00082808,0.0,1,1,0.6036
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-019_cam1,8,920.925659,0.0,917.8974,0.0,638.912659,0.0,331.960659,0.0,-0.3984785,0.0,0.13949359,0.0,-0.00010662,0.0,0.00252809,0.0,1,1,0.0828
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-020_cam0,8,899.424316,0.0,889.258911,0.0,685.924835,0.0,304.39343,0.0,-0.34204712,0.0,0.09551021,0.0,0.00088176,0.0,0.00267969,0.0,1,1,0.0296
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-020_cam1,8,925.858521,0.0,921.696594,0.0,625.349197,0.0,354.815054,0.0,-0.39465984,0.0,0.13614354,0.0,-0.00024056,0.0,0.00071154,0.0,1,1,0.0059
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-021_cam0,8,938.355225,0.0,936.929749,0.0,611.170425,0.0,329.68267,0.0,-0.41366008,0.0,0.14969404,0.0,-0.0032349,0.0,0.0023724,0.0,1,1,0.6864
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-021_cam1,8,920.78302,0.0,918.851257,0.0,642.581635,0.0,362.269878,0.0,-0.39156564,0.0,0.1316831,0.0,0.00199201,0.0,0.00099689,0.0,1,1,0.6923
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-022_cam0,8,916.312195,0.0,914.682556,0.0,621.284561,0.0,334.799681,0.0,-0.36883154,0.0,0.10328769,0.0,-0.00285234,0.0,0.00013244,0.0,1,1,0.0473
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-022_cam1,8,903.016357,0.0,903.852051,0.0,628.700371,0.0,381.14821,0.0,-0.38285123,0.0,0.12530482,0.0,0.00141858,0.0,0.00055107,0.0,1,1,0.7929
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-023_cam0,8,914.887695,0.0,905.231812,0.0,639.68914,0.0,334.073639,0.0,-0.34333189,0.0,0.1037993,0.0,0.00424913,0.0,0.0106875,0.0,1,1,0.6391
