sequence,take,camera,rgb_frame_count,timestamp_count,kp2d_left_rows,kp2d_right_rows,kp3d_left_rows,kp3d_right_rows,chosen_left_count,chosen_right_count,chosen_union_count,chosen_intersect_count,chosen_max_frame_id,params_entries,repro2d_frame_count,repro3d_frame_count,mano_vid_frame_count,kp2d_rows_eq_rgb,kp3d_rows_eq_maxchosen_plus1,repro_eq_union,params_eq_union,notes
p36-tea-0010,010,brics-odroid-026_cam1,381,381,381,381,375,375,359,344,359,344,374,359,359,359,359,1,1,1,1,
p36-tea-0010,010,brics-odroid-027_cam0,380,380,380,380,375,375,359,344,359,344,374,359,359,359,359,1,1,1,1,
p36-tea-0010,010,brics-odroid-027_cam1,380,380,380,380,375,375,359,344,359,344,374,359,359,359,359,1,1,1,1,
p36-tea-0010,010,brics-odroid-028_cam0,381,381,381,381,375,375,359,344,359,344,374,359,359,359,359,1,1,1,1,
p36-tea-0010,010,brics-odroid-029_cam0,381,381,381,381,375,375,359,344,359,344,374,359,359,359,359,1,1,1,1,
p36-tea-0010,010,brics-odroid-029_cam1,380,380,380,380,375,375,359,344,359,344,374,359,359,359,359,1,1,1,1,
p36-tea-0010,010,brics-odroid-030_cam0,381,381,381,381,375,375,359,344,359,344,374,359,359,359,359,1,1,1,1,
p36-tea-0010,010,brics-odroid-030_cam1,381,381,381,381,375,375,359,344,359,344,374,359,359,359,359,1,1,1,1,
p41-boxing-0021,021,brics-odroid-001_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-001_cam1,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-002_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-006_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-007_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-007_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-008_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-009_cam1,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-010_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-010_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-011_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-012_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-012_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-014_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-015_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-015_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-016_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-017_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-017_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-019_cam1,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-020_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-020_cam1,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-021_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-021_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-022_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-022_cam1,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-023_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-024_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-024_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-025_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-025_cam1,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-026_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-026_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-027_cam0,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-027_cam1,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-028_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-029_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-029_cam1,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-030_cam0,366,366,366,366,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-boxing-0021,021,brics-odroid-030_cam1,367,367,367,367,361,361,361,361,361,361,360,361,361,361,361,1,1,1,1,
p41-plant-0004,004,brics-odroid-001_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-001_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-002_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-006_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-007_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-007_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-008_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-009_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-010_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-010_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-011_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-012_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-012_cam1,175,175,175,175,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-014_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-015_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-015_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-016_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-017_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-017_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-019_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-020_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-020_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-021_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-021_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-022_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-022_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-023_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-024_cam0,175,175,175,175,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-024_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-025_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-025_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-026_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-026_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-027_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-027_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-028_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-029_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-029_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-030_cam0,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p41-plant-0004,004,brics-odroid-030_cam1,174,174,174,174,169,169,169,169,169,169,168,-1,169,169,169,1,1,1,0,
p44-dog-0004,004,brics-odroid-001_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-001_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-002_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-006_cam0,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-007_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-007_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-008_cam0,336,336,336,336,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-009_cam1,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-010_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-010_cam1,336,336,336,336,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-011_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-012_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-012_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-014_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-015_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-015_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-016_cam0,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-017_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-017_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-019_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-020_cam0,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-020_cam1,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-021_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-021_cam1,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-022_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-022_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-023_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-024_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-024_cam1,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-025_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-025_cam1,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-026_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-026_cam1,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-027_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-027_cam1,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-028_cam0,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-029_cam0,337,337,337,337,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-029_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-030_cam0,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p44-dog-0004,004,brics-odroid-030_cam1,338,338,338,338,331,331,331,331,331,331,330,331,331,331,331,1,1,1,1,
p52-instrument-0034,034,brics-odroid-001_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-001_cam1,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-002_cam0,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-006_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-007_cam0,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-007_cam1,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-008_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-009_cam1,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-010_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-010_cam1,-1,0,140,140,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-011_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-012_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-012_cam1,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-014_cam1,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-015_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-015_cam1,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-016_cam0,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-017_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-017_cam1,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-019_cam1,-1,0,140,140,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-020_cam0,-1,0,138,138,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-020_cam1,-1,0,140,140,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-021_cam0,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-021_cam1,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-022_cam0,-1,0,140,140,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-022_cam1,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-023_cam0,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-024_cam0,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-024_cam1,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-025_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-025_cam1,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-026_cam0,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-026_cam1,-1,0,139,139,133,133,133,133,133,133,132,133,133,133,133,0,1,1,1,kp2d_left_rows != rgb_frames;timestamp_count != rgb_frames;kp3d_rows > rgb_frames
p52-instrument-0034,034,brics-odroid-027_cam0,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-027_cam1,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
p52-instrument-0034,034,brics-odroid-028_cam0,139,139,139,139,133,133,133,133,133,133,132,133,133,133,133,1,1,1,1,
